GSMA TAC,Model as per GSMA,Mobile Device,Brand Name,Manufacturer
44917340,MC2-41H11,Motorola,Motorola,
44917341,MC2-41H11,Motorola,Motorola,
44917342,MC2-41H11,Motorola,Motorola,
44917350,MC2-41H11,Motorola,Motorola,
44917361,MC2-41H11,Motorola,Motorola,
44917367,MC2-41H11,Motorola,Motorola,
44917369,MC2-41H11,Motorola,Motorola,
44917380,MC2-41H11,Motorola,Motorola,
44917381,MC2-41H11,Motorola,Motorola,
44917393,MC2-41H11,Motorola,Motorola,
44917400,M3588,Motorola,Motorola,
44917407,M3588,Motorola,Motorola,
44917408,M3588,Motorola,Motorola,
44917418,M3588,Motorola,Motorola,
44917420,M3588,Motorola,Motorola,
44917430,M3588,Motorola,Motorola,
44917440,M3588,Motorola,Motorola,
44917461,M3588,Motorola,Motorola,
44917467,M3588,Motorola,Motorola,
44917469,M3588,Motorola,Motorola,
44917480,M3588,Motorola,Motorola,
44917493,M3588,Motorola,Motorola,
44917500,v8088,Motorola,Motorola,
44917507,T191,Motorola,Motorola,
44917508,T191,Motorola,Motorola,
44917518,T191,Motorola,Motorola,
44917520,T191,Motorola,Motorola,
44917521,T191,Motorola,Motorola,
44917530,T191,Motorola,Motorola,
44917540,T191,Motorola,Motorola,
44917550,T191,Motorola,Motorola,
44917561,T191,Motorola,Motorola,
44917567,T191,Motorola,Motorola,
44917569,T191,Motorola,Motorola,
44917580,T191,Motorola,Motorola,
44917581,T191,Motorola,Motorola,
44917582,T191,Motorola,Motorola,
44917583,T191,Motorola,Motorola,
44917584,T191,Motorola,Motorola,
44917585,T191,Motorola,Motorola,
44917593,T191,Motorola,Motorola,
44917600,MT2-411A21,Motorola,Motorola,
44917607,MT2-411A21,Motorola,Motorola,
44917608,MT2-411A21,Motorola,Motorola,
44917609,MT2-411A21,Motorola,Motorola,
44917618,MT2-411A21,Motorola,Motorola,
44917620,MT2-411A21,Motorola,Motorola,
44917630,MT2-411A21,Motorola,Motorola,
44917640,MT2-411A21,Motorola,Motorola,
44917650,MT2-411A21,Motorola,Motorola,
44917661,MT2-411A21,Motorola,Motorola,
44917667,MT2-411A21,Motorola,Motorola,
44917669,MT2-411A21,Motorola,Motorola,
44917680,MT2-411A21,Motorola,Motorola,
44917693,MT2-411A21,Motorola,Motorola,
44917700,MI2-4A11,Motorola,Motorola,
44917701,unknown,Motorola,Motorola,
44917707,unknown,Motorola,Motorola,
44917800,SGH-2400,Samsung,Samsung,
44917826,SGH-2400,Samsung,Samsung,
44917880,SGH-2400,Samsung,Samsung,
44917889,SGH-2400,Samsung,Samsung,
44917890,SGH-2400,Samsung,Samsung,
44917891,SGH-2400,Samsung,Samsung,
44917892,SGH-2400,Samsung,Samsung,
44917893,SGH-2400,Samsung,Samsung,
44917900,SGH-2100,Samsung,Samsung,
44917989,SGH-2100,Samsung,Samsung,
44918100,9930DF,Telit,Telit,
44919100,C35i,Siemens,Siemens,
44919110,C35i,Siemens,Siemens,
44919111,C35i,Siemens,Siemens,
44919132,C35i,Siemens,Siemens,
44919133,C35i,Siemens,Siemens,
44919137,C35i,Siemens,Siemens,
44919138,C35i,Siemens,Siemens,
44919139,C35i,Siemens,Siemens,
44919141,C35i,Siemens,Siemens,
44919142,C35i,Siemens,Siemens,
44919143,C35i,Siemens,Siemens,
44919144,C35i,Siemens,Siemens,
44919145,C35i,Siemens,Siemens,
44919146,C35i,Siemens,Siemens,
44919147,C35i,Siemens,Siemens,
44919148,C35i,Siemens,Siemens,
44919149,C35i,Siemens,Siemens,
44919151,C35i,Siemens,Siemens,
44919152,C35i,Siemens,Siemens,
44919153,C35i,Siemens,Siemens,
44919154,C35i,Siemens,Siemens,
44919155,C35i,Siemens,Siemens,
44919156,C35i,Siemens,Siemens,
44919157,C35i,Siemens,Siemens,
44919158,C35i,Siemens,Siemens,
44919159,C35i,Siemens,Siemens,
44919160,C35i,Siemens,Siemens,
44919161,C35i,Siemens,Siemens,
44919170,C35i,Siemens,Siemens,
44919171,C35i,Siemens,Siemens,
44919172,C35i,Siemens,Siemens,
44919173,C35i,Siemens,Siemens,
44919174,C35i,Siemens,Siemens,
44919183,C35i,Siemens,Siemens,
44919200,C3508i,Siemens,Siemens,
44919235,C35i,Siemens,Siemens,
44919236,C35i,Siemens,Siemens,
44919237,C35i,Siemens,Siemens,
44919238,C35i,Siemens,Siemens,
44919239,C35i,Siemens,Siemens,
44919240,C35i,Siemens,Siemens,
44919241,C35i,Siemens,Siemens,
44919242,C35i,Siemens,Siemens,
44919251,C35i,Siemens,Siemens,
44919252,C35i,Siemens,Siemens,
44919270,C35i,Siemens,Siemens,
44919300,C35,Siemens,Siemens,
44919337,C35i,Siemens,Siemens,
44919351,C35i,Siemens,Siemens,
44919352,C35i,Siemens,Siemens,
44919370,C35 S30880-S4000,Siemens,Siemens,
44919400,M35i,Siemens,Siemens,
44919437,M35i,Siemens,Siemens,
44919438,M35i,Siemens,Siemens,
44919439,M35i,Siemens,Siemens,
44919452,M35i,Siemens,Siemens,
44919453,M35i,Siemens,Siemens,
44919454,M35i,Siemens,Siemens,
44919455,M35i,Siemens,Siemens,
44919456,M35i,Siemens,Siemens,
44919457,M35i,Siemens,Siemens,
44919458,M35i,Siemens,Siemens,
44919459,M35i,Siemens,Siemens,
44919465,M35i,Siemens,Siemens,
44919470,M35i,Siemens,Siemens,
44919471,M35i,Siemens,Siemens,
44919472,M35i,Siemens,Siemens,
44919483,M35i,Siemens,Siemens,
44919500,3518i,Siemens,Siemens,
44919537,M35i,Siemens,Siemens,
44919538,M35i,Siemens,Siemens,
44919539,M35i,Siemens,Siemens,
44919551,M35i,Siemens,Siemens,
44919600,M35,Siemens,Siemens,
44919637,M35,Siemens,Siemens,
44919651,M35,Siemens,Siemens,
44919700,S35i,Siemens,Siemens,
44919737,S35i,Siemens,Siemens,
44919738,S35i,Siemens,Siemens,
44919751,S35i,Siemens,Siemens,
44919752,S35i,Siemens,Siemens,
44919753,S35i,Siemens,Siemens,
44919754,S35i,Siemens,Siemens,
44919755,S35i,Siemens,Siemens,
44919761,S35i,Siemens,Siemens,
44919783,S35i,Siemens,Siemens,
44919800,3568i,Siemens,Siemens,
44919837,S35i,Siemens,Siemens,
44919838,3568I S30880-S4100,Siemens,Siemens,
44919851,S35i,Siemens,Siemens,
44919900,3210,Nokia,Nokia,
44919910,3210,Nokia,Nokia,
44919920,3210,Nokia,Nokia,
44919930,3210,Nokia,Nokia,
44919940,3210,Nokia,Nokia,
44919960,3210,Nokia,Nokia,
44919970,3210,Nokia,Nokia,
44919980,3210,Nokia,Nokia,
44919988,3210,Nokia,Nokia,
44919991,3210,Nokia,Nokia,
44919992,3210,Nokia,Nokia,
44919993,3210,Nokia,Nokia,
44920000,3210,Nokia,Nokia,
44920010,3210,Nokia,Nokia,
44920020,3210,Nokia,Nokia,
44920030,3210,Nokia,Nokia,
44920040,3210,Nokia,Nokia,
44920060,3210,Nokia,Nokia,
44920070,3210,Nokia,Nokia,
44920080,3210,Nokia,Nokia,
44920088,3210,Nokia,Nokia,
44920091,3210,Nokia,Nokia,
44920092,3210,Nokia,Nokia,
44920093,3210,Nokia,Nokia,
44920100,3210,Nokia,Nokia,
44920110,3210,Nokia,Nokia,
44920120,3210,Nokia,Nokia,
44920130,3210,Nokia,Nokia,
44920140,3210,Nokia,Nokia,
44920160,3210,Nokia,Nokia,
44920170,3210,Nokia,Nokia,
44920180,3210,Nokia,Nokia,
44920188,3210,Nokia,Nokia,
44920191,3210,Nokia,Nokia,
44920192,3210,Nokia,Nokia,
44920193,3210,Nokia,Nokia,
44920200,3210,Nokia,Nokia,
44920210,3210,Nokia,Nokia,
44920220,3210,Nokia,Nokia,
44920230,3210,Nokia,Nokia,
44920240,3210,Nokia,Nokia,
44920260,3210,Nokia,Nokia,
44920270,3210,Nokia,Nokia,
44920280,3210,Nokia,Nokia,
44920288,3210,Nokia,Nokia,
44920291,3210,Nokia,Nokia,
44920292,3210,Nokia,Nokia,
44920293,3210,Nokia,Nokia,
44920300,3210,Nokia,Nokia,
44920310,3210,Nokia,Nokia,
44920320,3210,Nokia,Nokia,
44920330,3210,Nokia,Nokia,
44920340,3210,Nokia,Nokia,
44920360,3210,Nokia,Nokia,
44920370,3210,Nokia,Nokia,
44920380,3210,Nokia,Nokia,
44920388,3210,Nokia,Nokia,
44920391,3210,Nokia,Nokia,
44920392,3210,Nokia,Nokia,
44920393,3210,Nokia,Nokia,
44920400,3210,Nokia,Nokia,
44920410,3210,Nokia,Nokia,
44920420,3210,Nokia,Nokia,
44920430,3210,Nokia,Nokia,
44920440,3210,Nokia,Nokia,
44920460,3210,Nokia,Nokia,
44920470,3210,Nokia,Nokia,
44920480,3210,Nokia,Nokia,
44920488,3210,Nokia,Nokia,
44920491,3210,Nokia,Nokia,
44920492,3210,Nokia,Nokia,
44920493,3210,Nokia,Nokia,
44920500,7110,Nokia,Nokia,
44920600,3210,Nokia,Nokia,
44920610,3210,Nokia,Nokia,
44920620,3210,Nokia,Nokia,
44920630,3210,Nokia,Nokia,
44920640,3210,Nokia,Nokia,
44920660,3210,Nokia,Nokia,
44920670,3210,Nokia,Nokia,
44920680,3210,Nokia,Nokia,
44920688,3210,Nokia,Nokia,
44920691,3210,Nokia,Nokia,
44920692,3210,Nokia,Nokia,
44920693,3210,Nokia,Nokia,
44920700,3210,Nokia,Nokia,
44920710,3210,Nokia,Nokia,
44920720,3210,Nokia,Nokia,
44920730,3210,Nokia,Nokia,
44920740,3210,Nokia,Nokia,
44920760,3210,Nokia,Nokia,
44920770,3210,Nokia,Nokia,
44920780,3210,Nokia,Nokia,
44920788,3210,Nokia,Nokia,
44920791,3210,Nokia,Nokia,
44920792,3210,Nokia,Nokia,
44920793,3210,Nokia,Nokia,
44920800,6150,Nokia,Nokia,
44920810,6150,Nokia,Nokia,
44920820,6150,Nokia,Nokia,
44920830,6150,Nokia,Nokia,
44920840,6150,Nokia,Nokia,
44920860,6150,Nokia,Nokia,
44920870,6150,Nokia,Nokia,
44920880,6150,Nokia,Nokia,
44920888,6150,Nokia,Nokia,
44920891,6150,Nokia,Nokia,
44920892,6150,Nokia,Nokia,
44920893,6150,Nokia,Nokia,
44920900,5110,Nokia,Nokia,
44920910,5110,Nokia,Nokia,
44920920,5110,Nokia,Nokia,
44920930,5110,Nokia,Nokia,
44920940,5110,Nokia,Nokia,
44920960,5110,Nokia,Nokia,
44920970,5110,Nokia,Nokia,
44920980,5110,Nokia,Nokia,
44920991,5110,Nokia,Nokia,
44920992,5110,Nokia,Nokia,
44920993,5110,Nokia,Nokia,
44921000,5130 XpressMusic,Nokia,Nokia,
44921010,5130 XpressMusic,Nokia,Nokia,
44921020,5130 XpressMusic,Nokia,Nokia,
44921030,5130 XpressMusic,Nokia,Nokia,
44921040,5130 XpressMusic,Nokia,Nokia,
44921060,5130 XpressMusic,Nokia,Nokia,
44921070,5130 XpressMusic,Nokia,Nokia,
44921080,5130 XpressMusic,Nokia,Nokia,
44921091,5130 XpressMusic,Nokia,Nokia,
44921092,5130 XpressMusic,Nokia,Nokia,
44921093,5130 XpressMusic,Nokia,Nokia,
44921100,9110,Nokia,Nokia,
44921110,9110,Nokia,Nokia,
44921120,9110,Nokia,Nokia,
44921130,9110,Nokia,Nokia,
44921140,9110,Nokia,Nokia,
44921160,9110,Nokia,Nokia,
44921170,9110,Nokia,Nokia,
44921180,9110,Nokia,Nokia,
44921191,9110,Nokia,Nokia,
44921200,PremiCell,Nokia,Nokia,
44921210,PremiCell,Nokia,Nokia,
44921300,PremiCell9i,Nokia,Nokia,
44921400,6210,Nokia,Nokia,
44921410,6210,Nokia,Nokia,
44921420,6210,Nokia,Nokia,
44921430,6210,Nokia,Nokia,
44921440,6210,Nokia,Nokia,
44921460,6210,Nokia,Nokia,
44921470,6210,Nokia,Nokia,
44921480,6210,Nokia,Nokia,
44921488,6210,Nokia,Nokia,
44921491,6210,Nokia,Nokia,
44921492,6210,Nokia,Nokia,
44921493,6210,Nokia,Nokia,
44921500,6091,Nokia,Nokia,
44921520,unknown,Nokia,Nokia,
44921600,5110,Nokia,Nokia,
44921700,5110,Nokia,Nokia,
44921730,5110,Nokia,Nokia,
44921800,5110,Nokia,Nokia,
44921810,5110,Nokia,Nokia,
44921820,5110,Nokia,Nokia,
44921830,5110,Nokia,Nokia,
44921840,5110,Nokia,Nokia,
44921860,5110,Nokia,Nokia,
44921870,5110,Nokia,Nokia,
44921880,5110,Nokia,Nokia,
44921891,5110,Nokia,Nokia,
44921892,5110,Nokia,Nokia,
44921893,5110,Nokia,Nokia,
44922000,6150-EX,Ecom Rolf Nied,Ecom Rolf Nied,
44922100,21,Ascom,Ascom,
44922194,HHT,Ascom,Ascom,
44922200,G530M,Acer,Acer,
44922300,G520M,Acer,Acer,
44923500,Twin,Benefon,Benefon,
44923569,Twin,Benefon,Benefon,
44923600,Twin DS,Benefon,Benefon,
44923669,Twin,Benefon,Benefon,
44799800,G450,Panasonic,Panasonic,
44811340,cd160,Motorola,Motorola,
44923700,TAC 2000,Asian,Asian,
44923800,GD30,Panasonic,Panasonic,
44924000,MC2-4H12,Motorola,Motorola,
44924001,V2288,Motorola,Motorola,
44924007,V2288,Motorola,Motorola,
44924008,V2288,Motorola,Motorola,
44924009,V2288,Motorola,Motorola,
44924018,V2288,Motorola,Motorola,
44924020,V2288,Motorola,Motorola,
44924030,V2288,Motorola,Motorola,
44924040,V2288,Motorola,Motorola,
44924041,V2288,Motorola,Motorola,
44924050,V2288,Motorola,Motorola,
44924061,V2288,Motorola,Motorola,
44924067,V2288,Motorola,Motorola,
44924069,V2288,Motorola,Motorola,
44924080,V2288,Motorola,Motorola,
44924093,V2288,Motorola,Motorola,
44924100,MC2-41E13,Motorola,Motorola,
44924118,V3688,Motorola,Motorola,
44924120,V3688,Motorola,Motorola,
44924200,MT2-411A31,Motorola,Motorola,
44924201,MT2-411A31,Motorola,Motorola,
44924207,MT2-411A31,Motorola,Motorola,
44924218,MT2-411A31,Motorola,Motorola,
44924220,MT2-411A31,Motorola,Motorola,
44924230,MT2-411A31,Motorola,Motorola,
44924240,MT2-411A31,Motorola,Motorola,
44924250,MT2-411A31,Motorola,Motorola,
44924261,MT2-411A31,Motorola,Motorola,
44924267,MT2-411A31,Motorola,Motorola,
44924269,MT2-411A31,Motorola,Motorola,
44924280,MT2-411A31,Motorola,Motorola,
44924281,MT2-411A31,Motorola,Motorola,
44924293,MT2-411A31,Motorola,Motorola,
44924300,unknown,Motorola,Motorola,
44924400,MC2-41E14,Motorola,Motorola,
44924440,2000 (D368),Motorola,Motorola,
44924500,MC2-411A22,Motorola,Motorola,
44924540,unknown,Motorola,Motorola,
44924600,Xoceco TG200,Kyocera,Kyocera,
44924700,3508,Siemens,Siemens,
44924737,C35i,Siemens,Siemens,
44924738,C35i,Siemens,Siemens,
44924800,C25,Siemens,Siemens,
44924832,C28,Siemens,Siemens,
44924837,C28,Siemens,Siemens,
44924841,C28,Siemens,Siemens,
44924851,C28,Siemens,Siemens,
44925000,DB3800,NEC,NEC,
44925079,DB4100,NEC,NEC,
44925200,DB3300,NEC,NEC,
44925279,DB4000,NEC,NEC,
44926000,DB3300,NEC,NEC,
44926099,DB3300,NEC,NEC,
44926100,Q,Benefon,Benefon,
44926113,Q,Benefon,Benefon,
44926146,Q,Benefon,Benefon,
44926169,Q,Benefon,Benefon,
44926200,MT2-411A32,Motorola,Motorola,
44926220,L7089,Motorola,Motorola,
44926280,L7089,Motorola,Motorola,
44926300,MT2-411A21,Motorola,Motorola,
44926400,V50,Motorola,Motorola,
44926401,V50,Motorola,Motorola,
44926407,V50,Motorola,Motorola,
44926418,V50,Motorola,Motorola,
44926420,V50,Motorola,Motorola,
44926430,V50,Motorola,Motorola,
44926440,V50,Motorola,Motorola,
44926450,V50,Motorola,Motorola,
44926461,V50,Motorola,Motorola,
44926467,V50,Motorola,Motorola,
44926469,V50,Motorola,Motorola,
44926475,V50,Motorola,Motorola,
44926480,V50,Motorola,Motorola,
44926493,V50,Motorola,Motorola,
44926495,V50,Motorola,Motorola,
44926500,CC2-41A11,Motorola,Motorola,
44926501,T189,Motorola,Motorola,
44926507,T189,Motorola,Motorola,
44926518,T189,Motorola,Motorola,
44926520,T189,Motorola,Motorola,
44926530,T189,Motorola,Motorola,
44926535,T189,Motorola,Motorola,
44926540,T189,Motorola,Motorola,
44926550,T189,Motorola,Motorola,
44926561,T189,Motorola,Motorola,
44926567,T189,Motorola,Motorola,
44926569,T189,Motorola,Motorola,
44926575,T189,Motorola,Motorola,
44926580,T189,Motorola,Motorola,
44926581,T189,Motorola,Motorola,
44926582,T189,Motorola,Motorola,
44926583,T189,Motorola,Motorola,
44926593,T189,Motorola,Motorola,
44926595,T189,Motorola,Motorola,
44926600,MT2-411A33,Motorola,Motorola,
44926601,MT2-411A33,Motorola,Motorola,
44926607,MT2-411A33,Motorola,Motorola,
44926618,MT2-411A33,Motorola,Motorola,
44926620,MT2-411A33,Motorola,Motorola,
44926630,MT2-411A33,Motorola,Motorola,
44926635,MT2-411A33,Motorola,Motorola,
44926640,MT2-411A33,Motorola,Motorola,
44926650,MT2-411A33,Motorola,Motorola,
44926661,MT2-411A33,Motorola,Motorola,
44926667,MT2-411A33,Motorola,Motorola,
44926669,MT2-411A33,Motorola,Motorola,
44926675,MT2-411A33,Motorola,Motorola,
44926680,MT2-411A33,Motorola,Motorola,
44926693,MT2-411A33,Motorola,Motorola,
44926695,MT2-411A33,Motorola,Motorola,
44926700,MC2-41L12,Motorola,Motorola,
44926701,V100,Motorola,Motorola,
44926707,V100,Motorola,Motorola,
44926718,V100,Motorola,Motorola,
44926720,V100,Motorola,Motorola,
44926730,V100,Motorola,Motorola,
44926740,V100,Motorola,Motorola,
44926750,V100,Motorola,Motorola,
44926761,V100,Motorola,Motorola,
44926767,V100,Motorola,Motorola,
44926769,V100,Motorola,Motorola,
44926775,V100,Motorola,Motorola,
44926780,V100,Motorola,Motorola,
44926793,V100,Motorola,Motorola,
44926795,V100,Motorola,Motorola,
44926800,A009,Motorola,Motorola,
44926869,A009,Motorola,Motorola,
44926900,MC2-41H21,Motorola,Motorola,
44926901,T180,Motorola,Motorola,
44926907,T180,Motorola,Motorola,
44926908,T180,Motorola,Motorola,
44926909,T180,Motorola,Motorola,
44926910,T180,Motorola,Motorola,
44926918,T180,Motorola,Motorola,
44926920,T180,Motorola,Motorola,
44926921,T180,Motorola,Motorola,
44926930,T180,Motorola,Motorola,
44926940,T180,Motorola,Motorola,
44926941,T180,Motorola,Motorola,
44926942,T180,Motorola,Motorola,
44926950,T180,Motorola,Motorola,
44926961,T180,Motorola,Motorola,
44926967,T180,Motorola,Motorola,
44926969,T180,Motorola,Motorola,
44926975,T180,Motorola,Motorola,
44926980,T180,Motorola,Motorola,
44926993,T180,Motorola,Motorola,
44926995,T180,Motorola,Motorola,
44927000,MC2-41E15,Motorola,Motorola,
44927001,V50,Motorola,Motorola,
44927003,V50,Motorola,Motorola,
44927006,V50,Motorola,Motorola,
44927007,V50,Motorola,Motorola,
44927008,V50,Motorola,Motorola,
44927009,V50,Motorola,Motorola,
44927010,V50,Motorola,Motorola,
44927013,V50,Motorola,Motorola,
44927018,V50,Motorola,Motorola,
44927020,V50,Motorola,Motorola,
44927022,V50,Motorola,Motorola,
44927025,V50,Motorola,Motorola,
44927030,V50,Motorola,Motorola,
44927031,V50,Motorola,Motorola,
44927032,V50,Motorola,Motorola,
44927038,V50,Motorola,Motorola,
44927039,V50,Motorola,Motorola,
44927040,V50,Motorola,Motorola,
44927045,V50,Motorola,Motorola,
44927049,V50,Motorola,Motorola,
44927050,V50,Motorola,Motorola,
44927051,V50,Motorola,Motorola,
44927054,V50,Motorola,Motorola,
44927057,V50,Motorola,Motorola,
44927061,V50,Motorola,Motorola,
44927063,V50,Motorola,Motorola,
44927067,V50,Motorola,Motorola,
44927069,V50,Motorola,Motorola,
44927070,V50,Motorola,Motorola,
44927071,V50,Motorola,Motorola,
44927075,V50,Motorola,Motorola,
44927077,V50,Motorola,Motorola,
44927078,V50,Motorola,Motorola,
44927079,V50,Motorola,Motorola,
44927080,V50,Motorola,Motorola,
44927083,V50,Motorola,Motorola,
44927091,V50,Motorola,Motorola,
44927093,V50,Motorola,Motorola,
44927095,V50,Motorola,Motorola,
44927100,MC2-41L11,Motorola,Motorola,
44927101,V100,Motorola,Motorola,
44927102,V100,Motorola,Motorola,
44927104,V100,Motorola,Motorola,
44927107,V100,Motorola,Motorola,
44927118,V100,Motorola,Motorola,
44927120,V100,Motorola,Motorola,
44927125,V100,Motorola,Motorola,
44927126,V100,Motorola,Motorola,
44927130,V100,Motorola,Motorola,
44927131,V100,Motorola,Motorola,
44927134,V100,Motorola,Motorola,
44927140,V100,Motorola,Motorola,
44927150,V100,Motorola,Motorola,
44927151,V100,Motorola,Motorola,
44927161,V100,Motorola,Motorola,
44927166,V100,Motorola,Motorola,
44927167,V100,Motorola,Motorola,
44927169,V100,Motorola,Motorola,
44927175,V100,Motorola,Motorola,
44927176,V100,Motorola,Motorola,
44927180,V100,Motorola,Motorola,
44927188,V100,Motorola,Motorola,
44927193,V100,Motorola,Motorola,
44927195,V100,Motorola,Motorola,
44927198,V100,Motorola,Motorola,
44927199,V100,Motorola,Motorola,
44927200,M8989,Motorola,Motorola,
44927201,M8989,Motorola,Motorola,
44927207,M8989,Motorola,Motorola,
44927210,unknown,Motorola,Motorola,
44927211,unknown,Motorola,Motorola,
44927212,unknown,Motorola,Motorola,
44927218,M8989,Motorola,Motorola,
44927220,M8989,Motorola,Motorola,
44927230,M8989,Motorola,Motorola,
44927231,unknown,Motorola,Motorola,
44927235,unknown,Motorola,Motorola,
44927237,unknown,Motorola,Motorola,
44927240,M8989,Motorola,Motorola,
44927245,unknown,Motorola,Motorola,
44927247,unknown,Motorola,Motorola,
44927250,M8989,Motorola,Motorola,
44927261,M8989,Motorola,Motorola,
44927265,unknown,Motorola,Motorola,
44927266,unknown,Motorola,Motorola,
44927267,M8989,Motorola,Motorola,
44927269,M8989,Motorola,Motorola,
44927272,unknown,Motorola,Motorola,
44927275,M8989,Motorola,Motorola,
44927278,unknown,Motorola,Motorola,
44927280,M8989,Motorola,Motorola,
44927287,unknown,Motorola,Motorola,
44927291,unknown,Motorola,Motorola,
44927293,M8989,Motorola,Motorola,
44927294,unknown,Motorola,Motorola,
44927295,M8989,Motorola,Motorola,
44927296,unknown,Motorola,Motorola,
44927299,unknown,Motorola,Motorola,
44927300,A008,Motorola,Motorola,
44927301,A008,Motorola,Motorola,
44927305,A008,Motorola,Motorola,
44927307,A008,Motorola,Motorola,
44927314,A008,Motorola,Motorola,
44927315,A008,Motorola,Motorola,
44927318,A008,Motorola,Motorola,
44927320,A008,Motorola,Motorola,
44927329,A008,Motorola,Motorola,
44927330,A008,Motorola,Motorola,
44927331,A008,Motorola,Motorola,
44927332,A008,Motorola,Motorola,
44927340,A008,Motorola,Motorola,
44927344,A008,Motorola,Motorola,
44927346,A008,Motorola,Motorola,
44927350,A008,Motorola,Motorola,
44927354,A008,Motorola,Motorola,
44927355,A008,Motorola,Motorola,
44927356,A008,Motorola,Motorola,
44927361,A008,Motorola,Motorola,
44927367,A008,Motorola,Motorola,
44927369,A008,Motorola,Motorola,
44927374,A008,Motorola,Motorola,
44927375,A008,Motorola,Motorola,
44927376,A008,Motorola,Motorola,
44927380,A008,Motorola,Motorola,
44927384,A008,Motorola,Motorola,
44927388,A008,Motorola,Motorola,
44927392,A008,Motorola,Motorola,
44927393,A008,Motorola,Motorola,
44927394,A008,Motorola,Motorola,
44927395,A008,Motorola,Motorola,
44927398,A008,Motorola,Motorola,
44927400,MI2-4A21,Motorola,Motorola,
44927401,StarTAC 130,Motorola,Motorola,
44927407,StarTAC 130,Motorola,Motorola,
44927411,MI2-4A21,Motorola,Motorola,
44927413,MI2-4A21,Motorola,Motorola,
44927415,MI2-4A21,Motorola,Motorola,
44927418,StarTAC 130,Motorola,Motorola,
44927420,StarTAC 130,Motorola,Motorola,
44927423,MI2-4A21,Motorola,Motorola,
44927430,StarTAC 130,Motorola,Motorola,
44927433,MI2-4A21,Motorola,Motorola,
44927439,MI2-4A21,Motorola,Motorola,
44927440,StarTAC 130,Motorola,Motorola,
44927447,MI2-4A21,Motorola,Motorola,
44927450,StarTAC 130,Motorola,Motorola,
44927453,MI2-4A21,Motorola,Motorola,
44927455,MI2-4A21,Motorola,Motorola,
44927457,MI2-4A21,Motorola,Motorola,
44927459,MI2-4A21,Motorola,Motorola,
44927461,StarTAC 130,Motorola,Motorola,
44927465,MI2-4A21,Motorola,Motorola,
